ProductCode,TierID,PlanCode,PlanName,Age,InsuredPattern,SumInsured,Tenure,Rate
HSP   ,2,NSS00162            ,SilverSmart                   ,70,1000,300000,1,30465
HSP   ,2,NSS00163            ,SilverSmart                   ,71,1000,300000,1,39042
HSP   ,2,NSS00164            ,SilverSmart                   ,72,1000,300000,1,39042
HSP   ,2,NSS00165            ,SilverSmart                   ,73,1000,300000,1,39042
HSP   ,2,NSS00166            ,SilverSmart                   ,74,1000,300000,1,39042
HSP   ,2,NSS00167            ,SilverSmart                   ,75,1000,300000,1,39042
HSP   ,2,NSS00168            ,SilverSmart                   ,76,1000,300000,1,39042
HSP   ,2,NSS00169            ,SilverSmart                   ,77,1000,300000,1,39042
HSP   ,2,NSS00170            ,SilverSmart                   ,78,1000,300000,1,39042
HSP   ,2,NSS00171            ,SilverSmart                   ,79,1000,300000,1,39042
HSP   ,2,NSS00172            ,SilverSmart                   ,80,1000,300000,1,39042
HSP   ,2,NSS00173            ,SilverSmart                   ,81,1000,300000,1,39042
HSP   ,2,NSS00174            ,SilverSmart                   ,82,1000,300000,1,39042
HSP   ,2,NSS00175            ,SilverSmart                   ,83,1000,300000,1,39042
HSP   ,2,NSS00176            ,SilverSmart                   ,84,1000,300000,1,39042
HSP   ,2,NSS00177            ,SilverSmart                   ,85,1000,300000,1,39042
HSP   ,2,NSS00178            ,SilverSmart                   ,86,1000,300000,1,39042
HSP   ,2,NSS00179            ,SilverSmart                   ,87,1000,300000,1,39042
HSP   ,2,NSS00180            ,SilverSmart                   ,88,1000,300000,1,39042
HSP   ,2,NSS00181            ,SilverSmart                   ,89,1000,300000,1,39042
HSP   ,2,NSS00182            ,SilverSmart                   ,90,1000,300000,1,39042
HSP   ,1,NSS00183            ,SilverSmart                   ,0,1000,300000,2,13134
HSP   ,1,NSS00184            ,SilverSmart                   ,1,1000,300000,2,13134
HSP   ,1,NSS00185            ,SilverSmart                   ,2,1000,300000,2,13134
HSP   ,1,NSS00186            ,SilverSmart                   ,3,1000,300000,2,13134
HSP   ,1,NSS00187            ,SilverSmart                   ,4,1000,300000,2,13134
HSP   ,1,NSS00188            ,SilverSmart                   ,5,1000,300000,2,13134
HSP   ,1,NSS00189            ,SilverSmart                   ,6,1000,300000,2,13134
HSP   ,1,NSS00190            ,SilverSmart                   ,7,1000,300000,2,13134
HSP   ,1,NSS00191            ,SilverSmart                   ,8,1000,300000,2,13134
HSP   ,1,NSS00192            ,SilverSmart                   ,9,1000,300000,2,13134
HSP   ,1,NSS00193            ,SilverSmart                   ,10,1000,300000,2,13134
HSP   ,1,NSS00194            ,SilverSmart                   ,11,1000,300000,2,13134
HSP   ,1,NSS00195            ,SilverSmart                   ,12,1000,300000,2,13134
HSP   ,1,NSS00196            ,SilverSmart                   ,13,1000,300000,2,13134
HSP   ,1,NSS00197            ,SilverSmart                   ,14,1000,300000,2,13134
HSP   ,1,NSS00198            ,SilverSmart                   ,15,1000,300000,2,13134
HSP   ,1,NSS00199            ,SilverSmart                   ,16,1000,300000,2,13134
HSP   ,1,NSS00200            ,SilverSmart                   ,17,1000,300000,2,15405
HSP   ,1,NSS00201            ,SilverSmart                   ,18,1000,300000,2,17676
HSP   ,1,NSS00202            ,SilverSmart                   ,19,1000,300000,2,17676
HSP   ,1,NSS00203            ,SilverSmart                   ,20,1000,300000,2,17676
HSP   ,1,NSS00204            ,SilverSmart                   ,21,1000,300000,2,17676
HSP   ,1,NSS00205            ,SilverSmart                   ,22,1000,300000,2,17676
HSP   ,1,NSS00206            ,SilverSmart                   ,23,1000,300000,2,17676
HSP   ,1,NSS00207            ,SilverSmart                   ,24,1000,300000,2,17676
HSP   ,1,NSS00208            ,SilverSmart                   ,25,1000,300000,2,17676
HSP   ,1,NSS00209            ,SilverSmart                   ,26,1000,300000,2,17676
HSP   ,1,NSS00210            ,SilverSmart                   ,27,1000,300000,2,17676
HSP   ,1,NSS00211            ,SilverSmart                   ,28,1000,300000,2,17676
HSP   ,1,NSS00212            ,SilverSmart                   ,29,1000,300000,2,17676
HSP   ,1,NSS00213            ,SilverSmart                   ,30,1000,300000,2,17676
HSP   ,1,NSS00214            ,SilverSmart                   ,31,1000,300000,2,17676
HSP   ,1,NSS00215            ,SilverSmart                   ,32,1000,300000,2,17676
HSP   ,1,NSS00216            ,SilverSmart                   ,33,1000,300000,2,17676
HSP   ,1,NSS00217            ,SilverSmart                   ,34,1000,300000,2,17676
HSP   ,1,NSS00218            ,SilverSmart                   ,35,1000,300000,2,19880
HSP   ,1,NSS00219            ,SilverSmart                   ,36,1000,300000,2,22084
HSP   ,1,NSS00220            ,SilverSmart                   ,37,1000,300000,2,22084
HSP   ,1,NSS00221            ,SilverSmart                   ,38,1000,300000,2,22084
HSP   ,1,NSS00222            ,SilverSmart                   ,39,1000,300000,2,22084
HSP   ,1,NSS00223            ,SilverSmart                   ,40,1000,300000,2,22084
HSP   ,1,NSS00224            ,SilverSmart                   ,41,1000,300000,2,22084
HSP   ,1,NSS00225            ,SilverSmart                   ,42,1000,300000,2,22084
HSP   ,1,NSS00226            ,SilverSmart                   ,43,1000,300000,2,22084
HSP   ,1,NSS00227            ,SilverSmart                   ,44,1000,300000,2,22084
HSP   ,1,NSS00228            ,SilverSmart                   ,45,1000,300000,2,25295
HSP   ,1,NSS00229            ,SilverSmart                   ,46,1000,300000,2,28506
HSP   ,1,NSS00230            ,SilverSmart                   ,47,1000,300000,2,28506
HSP   ,1,NSS00231            ,SilverSmart                   ,48,1000,300000,2,28506
HSP   ,1,NSS00232            ,SilverSmart                   ,49,1000,300000,2,28506
HSP   ,1,NSS00233            ,SilverSmart                   ,50,1000,300000,2,32868
HSP   ,1,NSS00234            ,SilverSmart                   ,51,1000,300000,2,37230
HSP   ,1,NSS00235            ,SilverSmart                   ,52,1000,300000,2,37230
HSP   ,1,NSS00236            ,SilverSmart                   ,53,1000,300000,2,37230
HSP   ,1,NSS00237            ,SilverSmart                   ,54,1000,300000,2,37230
HSP   ,1,NSS00238            ,SilverSmart                   ,55,1000,300000,2,40722
HSP   ,1,NSS00239            ,SilverSmart                   ,56,1000,300000,2,44214
HSP   ,1,NSS00240            ,SilverSmart                   ,57,1000,300000,2,44214
HSP   ,1,NSS00241            ,SilverSmart                   ,58,1000,300000,2,44214
HSP   ,1,NSS00242            ,SilverSmart                   ,59,1000,300000,2,44214
HSP   ,1,NSS00243            ,SilverSmart                   ,60,1000,300000,2,52523
HSP   ,1,NSS00244            ,SilverSmart                   ,61,1000,300000,2,60832
HSP   ,1,NSS00245            ,SilverSmart                   ,62,1000,300000,2,60832
HSP   ,1,NSS00246            ,SilverSmart                   ,63,1000,300000,2,60832
HSP   ,1,NSS00247            ,SilverSmart                   ,64,1000,300000,2,60832
HSP   ,1,NSS00248            ,SilverSmart                   ,65,1000,300000,2,68943
HSP   ,1,NSS00249            ,SilverSmart                   ,66,1000,300000,2,77054
HSP   ,1,NSS00250            ,SilverSmart                   ,67,1000,300000,2,77054
HSP   ,1,NSS00251            ,SilverSmart                   ,68,1000,300000,2,77054
HSP   ,1,NSS00252            ,SilverSmart                   ,69,1000,300000,2,77054
HSP   ,1,NSS00253            ,SilverSmart                   ,70,1000,300000,2,87935
HSP   ,1,NSS00254            ,SilverSmart                   ,71,1000,300000,2,98816
HSP   ,1,NSS00255            ,SilverSmart                   ,72,1000,300000,2,98816
HSP   ,1,NSS00256            ,SilverSmart                   ,73,1000,300000,2,98816
HSP   ,1,NSS00257            ,SilverSmart                   ,74,1000,300000,2,98816
HSP   ,1,NSS00258            ,SilverSmart                   ,75,1000,300000,2,98816
HSP   ,1,NSS00259            ,SilverSmart                   ,76,1000,300000,2,98816
HSP   ,1,NSS00260            ,SilverSmart                   ,77,1000,300000,2,98816
HSP   ,1,NSS00261            ,SilverSmart                   ,78,1000,300000,2,98816
HSP   ,1,NSS00262            ,SilverSmart                   ,79,1000,300000,2,98816
HSP   ,1,NSS00263            ,SilverSmart                   ,80,1000,300000,2,98816
HSP   ,1,NSS00264            ,SilverSmart                   ,81,1000,300000,2,98816
HSP   ,1,NSS00265            ,SilverSmart                   ,82,1000,300000,2,98816
HSP   ,1,NSS00266            ,SilverSmart                   ,83,1000,300000,2,98816
HSP   ,1,NSS00267            ,SilverSmart                   ,84,1000,300000,2,98816
HSP   ,1,NSS00268            ,SilverSmart                   ,85,1000,300000,2,98816
HSP   ,1,NSS00269            ,SilverSmart                   ,86,1000,300000,2,98816
HSP   ,1,NSS00270            ,SilverSmart                   ,87,1000,300000,2,98816
HSP   ,1,NSS00271            ,SilverSmart                   ,88,1000,300000,2,98816
HSP   ,1,NSS00272            ,SilverSmart                   ,89,1000,300000,2,98816
HSP   ,1,NSS00273            ,SilverSmart                   ,90,1000,300000,2,98816
HSP   ,2,NSS00274            ,SilverSmart                   ,0,1000,300000,2,10128
HSP   ,2,NSS00275            ,SilverSmart                   ,1,1000,300000,2,10128
HSP   ,2,NSS00276            ,SilverSmart                   ,2,1000,300000,2,10128
HSP   ,2,NSS00277            ,SilverSmart                   ,3,1000,300000,2,10128
HSP   ,2,NSS00278            ,SilverSmart                   ,4,1000,300000,2,10128
HSP   ,2,NSS00279            ,SilverSmart                   ,5,1000,300000,2,10128
HSP   ,2,NSS00280            ,SilverSmart                   ,6,1000,300000,2,10128
HSP   ,2,NSS00281            ,SilverSmart                   ,7,1000,300000,2,10128
HSP   ,2,NSS00282            ,SilverSmart                   ,8,1000,300000,2,10128
HSP   ,2,NSS00283            ,SilverSmart                   ,9,1000,300000,2,10128
HSP   ,2,NSS00284            ,SilverSmart                   ,10,1000,300000,2,10128
HSP   ,2,NSS00285            ,SilverSmart                   ,11,1000,300000,2,10128
HSP   ,2,NSS00286            ,SilverSmart                   ,12,1000,300000,2,10128
HSP   ,2,NSS00287            ,SilverSmart                   ,13,1000,300000,2,10128
HSP   ,2,NSS00288            ,SilverSmart                   ,14,1000,300000,2,10128
HSP   ,2,NSS00289            ,SilverSmart                   ,15,1000,300000,2,10128
HSP   ,2,NSS00290            ,SilverSmart                   ,16,1000,300000,2,10128
HSP   ,2,NSS00291            ,SilverSmart                   ,17,1000,300000,2,11791
HSP   ,2,NSS00292            ,SilverSmart                   ,18,1000,300000,2,13454
HSP   ,2,NSS00293            ,SilverSmart                   ,19,1000,300000,2,13454
HSP   ,2,NSS00294            ,SilverSmart                   ,20,1000,300000,2,13454
HSP   ,2,NSS00295            ,SilverSmart                   ,21,1000,300000,2,13454
HSP   ,2,NSS00296            ,SilverSmart                   ,22,1000,300000,2,13454
HSP   ,2,NSS00297            ,SilverSmart                   ,23,1000,300000,2,13454
HSP   ,2,NSS00298            ,SilverSmart                   ,24,1000,300000,2,13454
HSP   ,2,NSS00299            ,SilverSmart                   ,25,1000,300000,2,13454
HSP   ,2,NSS00300            ,SilverSmart                   ,26,1000,300000,2,13454
HSP   ,2,NSS00301            ,SilverSmart                   ,27,1000,300000,2,13454
HSP   ,2,NSS00302            ,SilverSmart                   ,28,1000,300000,2,13454
HSP   ,2,NSS00303            ,SilverSmart                   ,29,1000,300000,2,13454
HSP   ,2,NSS00304            ,SilverSmart                   ,30,1000,300000,2,13454
HSP   ,2,NSS00305            ,SilverSmart                   ,31,1000,300000,2,13454
HSP   ,2,NSS00306            ,SilverSmart                   ,32,1000,300000,2,13454
HSP   ,2,NSS00307            ,SilverSmart                   ,33,1000,300000,2,13454
HSP   ,2,NSS00308            ,SilverSmart                   ,34,1000,300000,2,13454
HSP   ,2,NSS00309            ,SilverSmart                   ,35,1000,300000,2,15009
HSP   ,2,NSS00310            ,SilverSmart                   ,36,1000,300000,2,16564
HSP   ,2,NSS00311            ,SilverSmart                   ,37,1000,300000,2,16564
HSP   ,2,NSS00312            ,SilverSmart                   ,38,1000,300000,2,16564
HSP   ,2,NSS00313            ,SilverSmart                   ,39,1000,300000,2,16564
HSP   ,2,NSS00314            ,SilverSmart                   ,40,1000,300000,2,16564
HSP   ,2,NSS00315            ,SilverSmart                   ,41,1000,300000,2,16564
HSP   ,2,NSS00316            ,SilverSmart                   ,42,1000,300000,2,16564
HSP   ,2,NSS00317            ,SilverSmart                   ,43,1000,300000,2,16564
HSP   ,2,NSS00318            ,SilverSmart                   ,44,1000,300000,2,16564
HSP   ,2,NSS00319            ,SilverSmart                   ,45,1000,300000,2,19271
HSP   ,2,NSS00320            ,SilverSmart                   ,46,1000,300000,2,21978
HSP   ,2,NSS00321            ,SilverSmart                   ,47,1000,300000,2,21978
HSP   ,2,NSS00322            ,SilverSmart                   ,48,1000,300000,2,21978
HSP   ,2,NSS00323            ,SilverSmart                   ,49,1000,300000,2,21978
HSP   ,2,NSS00324            ,SilverSmart                   ,50,1000,300000,2,25704
HSP   ,2,NSS00325            ,SilverSmart                   ,51,1000,300000,2,29430
HSP   ,2,NSS00326            ,SilverSmart                   ,52,1000,300000,2,29430
HSP   ,2,NSS00327            ,SilverSmart                   ,53,1000,300000,2,29430
HSP   ,2,NSS00328            ,SilverSmart                   ,54,1000,300000,2,29430
HSP   ,2,NSS00329            ,SilverSmart                   ,55,1000,300000,2,32303
HSP   ,2,NSS00330            ,SilverSmart                   ,56,1000,300000,2,35176
HSP   ,2,NSS00331            ,SilverSmart                   ,57,1000,300000,2,35176
HSP   ,2,NSS00332            ,SilverSmart                   ,58,1000,300000,2,35176
HSP   ,2,NSS00333            ,SilverSmart                   ,59,1000,300000,2,35176
HSP   ,2,NSS00334            ,SilverSmart                   ,60,1000,300000,2,41620
HSP   ,2,NSS00335            ,SilverSmart                   ,61,1000,300000,2,48064
HSP   ,2,NSS00336            ,SilverSmart                   ,62,1000,300000,2,48064
HSP   ,2,NSS00337            ,SilverSmart                   ,63,1000,300000,2,48064
HSP   ,2,NSS00338            ,SilverSmart                   ,64,1000,300000,2,48064
HSP   ,2,NSS00339            ,SilverSmart                   ,65,1000,300000,2,54497
HSP   ,2,NSS00340            ,SilverSmart                   ,66,1000,300000,2,60930
HSP   ,2,NSS00341            ,SilverSmart                   ,67,1000,300000,2,60930
HSP   ,2,NSS00342            ,SilverSmart                   ,68,1000,300000,2,60930
HSP   ,2,NSS00343            ,SilverSmart                   ,69,1000,300000,2,60930
HSP   ,2,NSS00344            ,SilverSmart                   ,70,1000,300000,2,69507
HSP   ,2,NSS00345            ,SilverSmart                   ,71,1000,300000,2,78084
HSP   ,2,NSS00346            ,SilverSmart                   ,72,1000,300000,2,78084
HSP   ,2,NSS00347            ,SilverSmart                   ,73,1000,300000,2,78084
HSP   ,2,NSS00348            ,SilverSmart                   ,74,1000,300000,2,78084
HSP   ,2,NSS00349            ,SilverSmart                   ,75,1000,300000,2,78084
HSP   ,2,NSS00350            ,SilverSmart                   ,76,1000,300000,2,78084
HSP   ,2,NSS00351            ,SilverSmart                   ,77,1000,300000,2,78084
HSP   ,2,NSS00352            ,SilverSmart                   ,78,1000,300000,2,78084
HSP   ,2,NSS00353            ,SilverSmart                   ,79,1000,300000,2,78084
HSP   ,2,NSS00354            ,SilverSmart                   ,80,1000,300000,2,78084
HSP   ,2,NSS00355            ,SilverSmart                   ,81,1000,300000,2,78084
HSP   ,2,NSS00356            ,SilverSmart                   ,82,1000,300000,2,78084
